"STD_YM","SIDO_NM","SGNG_NM","ADONG_NM","BLOCK_CD","SCLS_NM","MCLS_NM","LCLS_NM","MAN_SALE_AMT_10G","MAN_SALE_AMT_20G","MAN_SALE_AMT_30G","MAN_SALE_AMT_40G","MAN_SALE_AMT_50G","MAN_SALE_AMT_60GU","WMAN_SALE_AMT_10G","WMAN_SALE_AMT_20G","WMAN_SALE_AMT_30G","WMAN_SALE_AMT_40G","WMAN_SALE_AMT_50G","WMAN_SALE_AMT_60GU","MAN_APV_CNT_10G","MAN_APV_CNT_20G","MAN_APV_CNT_30G","MAN_APV_CNT_40G","MAN_APV_CNT_50G","MAN_APV_CNT_60GU","WMAN_APV_CNT_10G","WMAN_APV_CNT_20G","WMAN_APV_CNT_30G","WMAN_APV_CNT_40G","WMAN_APV_CNT_50G","WMAN_APV_CNT_60GU","MAN_PRICE_10G","MAN_PRICE_20G","MAN_PRICE_30G","MAN_PRICE_40G","MAN_PRICE_50G","MAN_PRICE_60GU","WMAN_PRICE_10G","WMAN_PRICE_20G","WMAN_PRICE_30G","WMAN_PRICE_40G","WMAN_PRICE_50G","WMAN_PRICE_60GU","DATA_LOAD_DT"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","잡화점","종합소매점","소매","0","0","265470.56","0","753936.39","743317.57","0","0","0","0","902599.91","0","0","0","27","0","54","27","0","0","0","0","27","0","0","0","9832.24","0","13961.79","27530.28","0","0","0","0","33429.63","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","정기간행물 판매","책/서적/도서","소매","0","0","0","0","0","0","0","13350136.7","9590738.21","9590738.21","0","0","0","0","0","0","0","0","0","22","11","11","0","0","0","0","0","0","0","0","0","606824.4","871885.29","871885.29","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","제과/제빵 전문점","제과제빵떡케익","음식","0","1062469.36","1950732.07","2392949.06","589622.64","191435.9","0","1267305.81","1969875.62","1979447.45","363728.25","771486.78","0","171","266","171","76","38","0","209","209","266","57","57","0","6213.27","7333.58","13993.85","7758.19","5037.79","0","6063.66","9425.24","7441.53","6381.2","13534.86","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","조명기구/전기용품 판매","조명","도매/유통/무역","0","0","756714.67","2359419.36","7460866.67","265700.37","0","0","63768.08","0","1434782.05","0","0","0","38","57","57","19","0","0","19","0","38","0","0","0","19913.54","41393.32","130892.4","13984.23","0","0","3356.21","0","37757.42","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","치킨/호프 전문점","별식/퓨전요리","음식","0","0","4982370.05","1580944.35","0","1125824.01","0","0","790472.17","0","503027.74","0","0","0","120","48","0","48","0","0","24","0","24","0","0","0","41519.75","32936.34","0","23454.67","0","0","32936.34","0","20959.49","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","카페","다방/커피숍/카페","음식","0","247607.5","0","127555.37","0","0","0","0","245731.68","0","0","0","0","38","0","19","0","0","0","0","38","0","0","0","0","6515.99","0","6713.44","0","0","0","0","6466.62","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","커피전문점","다방/커피숍/카페","음식","0","3731298.03","2591632.4","1622100.87","1631423.27","0","0","1764267.74","6684174.39","1507901.23","710834.43","538369.7","0","691","345","322","231","0","0","299","1335","254","115","69","0","5399.85","7511.98","5037.58","7062.44","0","0","5900.56","5006.87","5936.62","6181.17","7802.46","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","프랜차이즈_설렁탕 전문점","프랜차이즈_한식","프랜차이즈_음식","0","3695317.82","8405246.08","3225393.04","2136021.9","1110731.38","0","1068010.93","1772898.14","1933099.79","1495215.31","0","0","231","297","209","99","66","0","88","110","77","66","0","0","15997.05","28300.49","15432.5","21575.98","16829.26","0","12136.49","16117.26","25105.19","22654.78","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","프랜차이즈_치킨/호프 전문점","프랜차이즈_별식/퓨전요리","프랜차이즈_음식","0","0","3832592.38","2323509.13","503027.74","0","0","0","1533036.95","0","934194.39","0","0","0","192","120","24","0","0","0","72","0","48","0","0","0","19961.42","19362.58","20959.49","0","0","0","21292.18","0","19462.38","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","프랜차이즈_편의점","프랜차이즈_종합소매점","프랜차이즈_소매","0","16969465.57","29466267.58","10040398.75","5854830.98","2777662.86","0","12915496.44","13324846.01","4660333.31","2895626.59","1648887.86","0","2683","3866","1041","871","255","0","2395","1826","676","438","210","0","6324.81","7621.9","9644.96","6721.96","10892.8","0","5392.69","7297.29","6893.98","6611.02","7851.85","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","한식/백반 전문점","한식","음식","0","10409118.27","27799962.22","18968532.65","16465991.96","10944081.72","0","6238217.28","18370098.98","11406507.63","7380681.4","1477949.7","0","198","540","360","342","270","0","153","243","279","144","36","0","52571.3","51481.41","52690.37","48146.18","40533.64","0","40772.66","75597.12","40883.54","51254.73","41054.16","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","해장국/감자탕 전문","한식","음식","0","1942537.49","5637167.53","11350513.03","12778849.39","4456409.51","0","1847315.07","1314069.45","5199144.36","1066491.14","1694959.18","0","171","266","551","361","190","0","171","76","247","57","114","0","11359.87","21192.36","20599.84","35398.47","23454.79","0","10803.01","17290.39","21049.17","18710.37","14868.06","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710200031000001","호프/맥주","유흥주점","음식","0","4025020.75","10462249.05","3211601.93","687198.66","0","0","1584764.26","2594525.56","645125.27","0","0","0","84","182","28","28","0","0","42","70","28","0","0","0","47916.91","57484.88","114700.07","24542.81","0","0","37732.48","37064.65","23040.19","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710204011000001","광택제/접착제 도매","기타생활용품","도매/유통/무역","0","0","0","0","986842.11","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","44856.46","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710204011000001","안전용품/보호구 제조","기술서비스","제조","0","0","234962.4","105733.08","0","0","0","0","0","0","0","0","0","0","11","11","0","0","0","0","0","0","0","0","0","0","21360.22","9612.1","0","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710204011000001","냉동냉장/냉난방기기 판매","냉.난방용품","도매/유통/무역","0","0","0","64080.65","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","5825.51","0","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710204011000001","배관/난방공사 자제 도매","일반건설업","도매/유통/무역","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710204011000001","의료기기 도매","의료장비","도매/유통/무역","0","0","0","411184.2","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","37380.38","0","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710204011000001","의류 판매-남성전문","의복","소매","0","0","0","0","0","0","0","13718855.11","0","0","10975084.09","0","0","0","0","0","0","0","0","14","0","0","28","0","0","0","0","0","0","0","0","979918.22","0","0","391967.29","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710204011000001","잡화점","종합소매점","소매","0","0","0","0","2686562.07","0","0","0","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","0","0","0","49751.15","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710204011000001","조명기구/전기용품 판매","조명","도매/유통/무역","0","0","0","1594202.28","0","488888.7","0","0","0","0","61302391.76","0","0","0","0","19","0","19","0","0","0","0","57","0","0","0","0","83905.38","0","25730.98","0","0","0","0","1075480.56","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710204011000001","철물/수공구/난방장치 도매","건축관련자재","도매/유통/무역","0","0","105733.08","334821.43","187969.93","0","0","0","0","0","0","187969.93","0","0","11","11","11","0","0","0","0","0","0","11","0","0","9612.1","30438.31","17088.18","0","0","0","0","0","0","17088.18","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","숭인2동","11010710204011000001","펌프도매","기계장비","도매/유통/무역","0","0","0","0","0","0","0","0","0","199718.04","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","18156.19","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100061000001","경양식 전문점","양식","음식","0","1304499.07","1913265.31","1855287.58","0","0","0","1261015.77","2742346.93","173933.21","0","623260.67","0","43","28","56","0","0","0","56","42","14","0","14","0","30337.19","68330.9","33130.14","0","0","0","22518.14","65293.97","12423.8","0","44518.62","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100061000001","프랜차이즈_편의점","프랜차이즈_종합소매점","프랜차이즈_소매","0","1790903.93","2058543.73","3184714.35","1856167.02","389127.08","0","487634.49","1073469.97","1397027.6","566838.72","68939.84","0","286","376","451","241","105","0","120","165","225","45","15","0","6261.9","5474.85","7061.45","7701.94","3705.97","0","4063.62","6505.88","6209.01","12596.42","4595.99","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100061000001","한식/백반 전문점","한식","음식","0","0","380821.4","149608.4","68003.82","0","0","0","435224.46","0","0","0","0","0","18","9","9","0","0","0","9","0","0","0","0","0","21156.74","16623.16","7555.98","0","0","0","48358.27","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100101000001","경양식 전문점","양식","음식","0","2478548.24","4333835.82","3406192.02","0","0","0","4594735.63","7464633.58","637755.1","913149.35","0","0","86","70","56","0","0","0","126","112","28","14","0","0","28820.33","61911.94","60824.86","0","0","0","36466.16","66648.51","22776.97","65224.95","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100101000001","철물/건설자제 판매","일반건설업","도매/유통/무역","0","0","0","0","0","0","0","0","0","0","0","5733082.72","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","0","0","173729.78","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100041000001","농축산물 판매","청과물/축산물","도매/유통/무역","0","0","343899.52","0","971889.96","0","0","0","176221.81","0","0","96120.98","0","0","11","0","33","0","0","0","22","0","0","11","0","0","31263.59","0","29451.21","0","0","0","8010.08","0","0","8738.27","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100111000001","꽃집/꽃배달","선물/팬시/기념품","소매","0","0","0","321414.79","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","20088.42","0","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100161000001","LPG판매","연료","도매/유통/무역","0","0","0","0","0","0","0","0","0","0","0","961209.84","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","87382.71","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100161000001","철물/건설자제 판매","일반건설업","도매/유통/무역","0","46992.49","117481.21","0","199718.04","0","0","0","0","0","0","0","0","11","11","0","11","0","0","0","0","0","0","0","0","4272.04","10680.11","0","18156.19","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100101000001","액세서리용품 판매","가방/신발/액세서리","소매","0","0","0","0","0","0","0","0","4096169.44","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","151709.98","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100101000001","의류 판매-남성전문","의복","소매","0","0","0","0","0","0","0","0","1646262.62","12072592.5","0","0","0","0","0","0","0","0","0","0","14","70","0","0","0","0","0","0","0","0","0","0","117590.19","172465.61","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100101000001","일식 전문점","일식","음식","0","306758.07","2400715.43","266746.16","760226.55","346770.01","0","2347366.2","826913.09","813575.77","0","0","0","13","91","26","26","13","0","78","52","39","0","0","0","23596.77","26381.49","10259.47","29239.48","26674.62","0","30094.44","15902.17","20860.92","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100101000001","자동차경정비","자동차/이륜차","생활서비스","0","0","9293653.46","2255741.14","10466638.85","812066.81","0","0","0","0","812066.81","0","0","0","54","36","54","18","0","0","0","0","18","0","0","0","172104.69","62659.48","193826.65","45114.82","0","0","0","0","45114.82","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100101000001","철판구이 전문점","별식/퓨전요리","음식","0","0","824355.3","1268936.83","0","0","0","0","256638.91","0","128319.45","712885.86","0","0","26","26","0","0","0","0","13","0","13","13","0","0","31705.97","48805.26","0","0","0","0","19741.45","0","9870.73","54837.37","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100101000001","침구류 판매","가정/주방/인테리어","소매","0","0","0","2059350.48","823740.19","0","0","0","0","0","0","0","0","0","0","41","41","0","0","0","0","0","0","0","0","0","0","50228.06","20091.22","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100101000001","커피전문점","다방/커피숍/카페","음식","0","4195088.34","5263670.57","6360220.14","1095384.2","396202.79","0","5101693.58","3146316.26","978853.95","1808549.2","0","0","714","623","577","92","23","0","533","345","92","208","0","0","5875.47","8448.91","11022.91","11906.35","17226.21","0","9571.66","9119.76","10639.72","8694.95","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100101000001","한식/백반 전문점","한식","음식","0","0","4923476.67","2774555.9","9475199.09","0","0","0","797911.51","888583.26","0","0","0","0","36","9","27","0","0","0","9","9","0","0","0","0","136763.24","308283.99","350933.3","0","0","0","88656.83","98731.47","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100101000001","화장품 판매","화장품소매","소매","0","0","3371672.51","2229654.41","0","0","0","407863.61","2377165.08","2882236.19","2039318.05","0","0","0","14","14","0","0","0","14","14","14","14","0","0","0","240833.75","159261.03","0","0","0","29133.12","169797.51","205874.01","145665.58","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","가방 도매","기타생활용품","도매/유통/무역","0","0","0","0","0","0","0","909129.96","728524.27","0","73218.53","0","0","0","0","0","0","0","0","48","60","0","12","0","0","0","0","0","0","0","0","18940.21","12142.07","0","6101.54","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","가정용품 수리","개인/가정용품수리","생활서비스","0","0","57971","0","0","0","0","0","0","193236.64","0","0","0","0","19","0","0","0","0","0","0","19","0","0","0","0","3051.11","0","0","0","0","0","0","10170.35","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","경양식 전문점","양식","음식","0","18161526","43800730.54","19748666.56","11356389.15","18196312.62","0","22077197.34","20951704.58","15646741.65","5797773.66","1246521.34","0","310","704","239","126","84","0","364","379","224","70","14","0","58585.57","62216.95","82630.4","90130.07","216622.77","0","60651.64","55281.54","69851.53","82825.34","89037.24","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","공예품 제조","자연산원료","제조","0","779647.99","3786098.76","5254613.8","1345693.79","0","0","176221.8","227486.33","1473855.08","0","0","0","33","143","55","22","0","0","11","33","44","0","0","0","23625.7","26476.22","95538.43","61167.9","0","0","16020.16","6893.53","33496.71","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","공예품 판매","기타유통관리업","도매/유통/무역","0","0","373803.82","982570.06","0","85440.88","0","993250.15","939849.62","0","106801.09","0","0","0","11","44","0","11","0","33","22","0","11","0","0","0","33982.17","22331.14","0","7767.35","0","30098.49","42720.44","0","9709.19","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","꼬치구이 전문점","유흥주점","음식","0","236937.48","107698.86","0","0","0","0","0","0","0","64619.31","0","0","43","22","0","0","0","0","0","0","0","22","0","0","5510.17","4895.4","0","0","0","0","0","0","0","2937.24","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","꽃집/꽃배달","선물/팬시/기념품","소매","0","771395.51","417839.22","385697.75","0","401768.49","0","49915717.01","176778.13","192848.88","0","0","0","48","32","16","0","16","0","32","32","32","0","0","0","16070.74","13057.48","24106.11","0","25110.53","0","1559866.16","5524.32","6026.53","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","노래방","무도/유흥/가무","관광/여가/오락","0","0","0","0","571253.25","921376.21","0","0","1529484.51","0","810811.06","0","0","0","0","0","18","18","0","0","18","0","18","0","0","0","0","0","31736.29","51187.57","0","0","84971.36","0","45045.06","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","농축산물 판매","청과물/축산물","도매/유통/무역","0","320403.28","6132518.8","26838046.77","12584372.84","6465738.2","0","545753.59","5027127.43","7952409.43","16882048.8","10233680.77","0","22","274","647","449","143","0","22","329","363","469","229","0","14563.79","22381.46","41480.75","28027.56","45214.95","0","24806.98","15280.02","21907.46","35995.84","44688.56","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","닭요리 전문점","별식/퓨전요리","음식","0","656553.17","3409423.7","989999.47","1072714.84","0","0","1163184.74","1972244.33","604856.07","535064.99","276579.48","0","130","494","208","156","0","0","182","260","52","78","52","0","5050.41","6901.67","4759.61","6876.38","0","0","6391.12","7585.56","11631.85","6859.81","5318.84","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","당구장","PC/오락/당구/볼링등","관광/여가/오락","0","0","0","619663.85","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","22130.85","0","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","돈가스 전문점","양식","음식","0","1814074.98","13163672.34","7628417.9","7395844.18","0","0","7930763.73","14000937.73","4674731.69","0","1116353.83","0","141","846","376","470","0","0","516","845","376","0","94","0","12865.78","15559.9","20288.35","15735.84","0","0","15369.7","16569.16","12432.8","0","11876.1","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","돌솥/비빔밥 전문점","한식","음식","0","181287.15","725148.58","2664921","0","326316.85","0","797663.42","416960.43","580118.83","290059.43","326316.85","0","18","36","54","0","18","0","72","18","54","18","18","0","10071.51","20143.02","49350.39","0","18128.71","0","11078.66","23164.47","10742.94","16114.41","18128.71","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","떡/한과 판매","제과제빵떡케익","음식","0","0","0","0","0","0","0","0","0","0","232162.68","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","8929.33","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","무억업","무역업","도매/유통/무역","0","0","0","0","0","0","0","16554169.51","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","752462.25","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","문구용품 소매","사무/문구/컴퓨터","소매","0","0","1009642.66","0","0","0","0","0","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","26569.54","0","0","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","미용실","이/미용/건강","생활서비스","0","491338.36","2702360.99","2538581.56","671495.76","0","0","1310235.62","245669.18","5470233.73","1064566.45","0","0","32","144","96","32","0","0","16","16","144","32","0","0","15354.32","18766.4","26443.56","20984.24","0","0","81889.73","15354.32","37987.73","33267.7","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","바닷가재/게요리 전문점","수산물","음식","0","2348370.16","8814896.71","2189543.22","1679027.95","0","0","4447155.11","1315994.87","1157167.9","283619.58","0","0","33","88","33","22","0","0","66","22","11","11","0","0","71162.73","100169.28","66349.79","76319.45","0","0","67381.14","59817.95","105197.08","25783.6","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","병원-한의학과","병원","의료","0","123283.4","123283.4","0","106117.35","0","0","0","0","0","0","107677.9","0","16","16","0","16","0","0","0","0","0","0","16","0","7705.21","7705.21","0","6632.33","0","0","0","0","0","0","6729.87","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","서적 도매-기타","서적/음반/문구","도매/유통/무역","0","0","282102.81","169261.68","0","0","0","423154.22","0","0","296207.94","0","0","0","14","14","0","0","0","28","0","0","14","0","0","0","20150.2","12090.12","0","0","0","15112.65","0","0","21157.71","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","셔츠/내의 판매","의복","소매","0","0","0","391373.21","0","667636.66","0","0","0","1427361.13","0","0","0","0","0","23","0","23","0","0","0","23","0","0","0","0","0","17016.23","0","29027.68","0","0","0","62059.18","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","순대 전문점","별식/퓨전요리","음식","0","2513774.1","7369145.93","10227272.7","4528236.9","0","0","1497933.86","3736225.9","2582644.6","2255509.64","275482.09","0","102","340","476","170","0","0","85","187","187","119","17","0","24644.84","21673.96","21485.87","26636.69","0","0","17622.75","19979.82","13810.93","18953.86","16204.83","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","순두부/두부요리 전문점","한식","음식","0","202922.08","790328.08","758287.76","469924.8","512645.26","0","170881.75","480604.9","491285.03","0","363123.72","0","22","66","44","33","11","0","11","44","33","0","22","0","9223.73","11974.67","17233.81","14240.15","46604.11","0","15534.7","10922.84","14887.43","0","16505.62","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","슈퍼마켓 일반점","종합소매점","소매","0","1383893.94","9299453.91","7746094.07","8830694.55","1690462.17","0","3351825.04","4140023.48","6136027.89","4987073.22","807131.56","0","180","831","578","298","127","0","279","425","334","325","54","0","7688.3","11190.68","13401.55","29633.2","13310.73","0","12013.71","9741.23","18371.34","15344.84","14946.88","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","신발 판매","가방/신발/액세서리","소매","0","0","0","181953.96","0","0","0","218344.75","0","0","0","0","0","0","0","18","0","0","0","18","0","0","0","0","0","0","0","10108.55","0","0","0","12130.26","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","안경점","사진/광학/정밀기기","소매","0","0","726906.58","1293893.73","5233727.35","0","0","581525.27","4115745.04","6222320.32","508834.6","0","0","0","30","60","45","0","0","15","60","105","15","0","0","0","24230.22","21564.9","116305.05","0","0","38768.35","68595.75","59260.19","33922.31","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","애완동물 판매","애견/애완/동물","소매","0","0","0","0","0","0","0","352443.61","3278793.56","699547.16","0","0","0","0","0","0","0","0","0","11","33","33","0","0","0","0","0","0","0","0","0","32040.33","99357.38","21198.4","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","액세서리용품 판매","가방/신발/액세서리","소매","0","0","0","808454.5","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","29942.76","0","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","약국","약국/한약방","의료","0","0","4465753.42","388127.85","2511415.52","576864.53","0","479452.05","5028919.33","844748.85","479452.05","0","0","0","150","30","45","45","0","45","45","75","45","0","0","0","29771.69","12937.6","55809.23","12819.21","0","10654.49","111753.76","11263.32","10654.49","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","여관/여인숙","모텔/여관/여인숙","숙박","0","0","0","0","0","0","0","0","738952.17","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","67177.47","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","열쇠 제작","개인/가정용품수리","생활서비스","0","0","0","0","0","0","0","427204.38","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","38836.76","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","의류 판매-기타","의복","소매","0","0","0","0","0","0","0","0","0","685942.76","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","48995.91","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","의류 판매-남성전문","의복","소매","0","0","1783451.17","1605106.06","0","2990710.42","0","1330728.95","14034388.76","7312149.76","5720762.57","0","0","0","14","28","0","28","0","42","196","126","69","0","0","0","127389.37","57325.22","0","106811.09","0","31684.02","71604.02","58032.93","82909.6","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","일반건설업-인테리어","일반건설업","도매/유통/무역","0","0","0","0","0","0","0","0","3075871.49","0","320403.28","0","0","0","0","0","0","0","0","0","33","0","11","0","0","0","0","0","0","0","0","0","93208.23","0","29127.57","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","잡화점","종합소매점","소매","0","1898114.52","4911205.41","2498077.99","881362.26","0","0","3939583.18","5612047.7","11006409.52","1282222.82","0","0","162","593","297","135","0","0","404","378","135","189","0","0","11716.76","8281.97","8411.04","6528.61","0","0","9751.44","14846.69","81528.96","6784.25","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","정장 판매","의복","소매","0","0","0","0","2814527.3","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","201037.66","0","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","청운효자동","11010720100121000001","제과/제빵 전문점","제과제빵떡케익","음식","0","2138339.28","7146303.06","6832348.12","794459.08","0","0","5287460.21","11266004.06","3329070.71","876776.53","153148.74","0","266","836","684","76","0","0","684","874","399","95","19","0","8038.87","8548.21","9988.81","10453.41","0","0","7730.2","12890.16","8343.54","9229.23","8060.46","2016-03-30 오후 6:39:20"
