"STD_YM","SIDO_NM","SGNG_NM","ADONG_NM","BLOCK_CD","SCLS_NM","MCLS_NM","LCLS_NM","SUN_SALE_AMT","MON_SALE_AMT","TUS_SALE_AMT","WED_SALE_AMT","THU_SALE_AMT","FRI_SALE_AMT","SAT_SALE_AMT","SUN_APV_CNT","MON_APV_CNT","TUS_APV_CNT","WED_APV_CNT","THU_APV_CNT","FRI_APV_CNT","SAT_APV_CNT","SUN_PRICE","MON_PRICE","TUS_PRICE","WED_PRICE","THU_PRICE","FRI_PRICE","SAT_PRICE","DATA_LOAD_DT"
"201603","서울특별시","종로구","무악동","11010570100031000001","의류 판매-남성전문","의복","소매","0","0","0","781974.75","1865764.29","109750.85","0","0","0","0","14","28","14","0","0","0","0","55855.34","66634.44","7839.35","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100031000001","인테리어용품 판매","일반건설업","도매/유통/무역","0","0","0","0","0","2136021.88","0","0","0","0","0","0","11","0","0","0","0","0","0","194183.81","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100031000001","프랜차이즈_돈가스 전문점","프랜차이즈_양식","프랜차이즈_음식","6256232.99","1348927.56","1023324.36","4046782.69","5535254.46","0","3721179.46","188","94","94","235","282","0","141","33277.84","14350.29","10886.43","17220.35","19628.56","0","26391.34","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100031000001","학원-입시전문","학원-보습교습입시","학문/교육","0","0","2635609.02","2566250.89","2566250.89","1387162.64","0","0","0","28","28","28","14","0","0","0","94128.89","91651.82","91651.82","99083.05","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100031000001","호프/맥주","유흥주점","음식","490856.19","0","1023785.76","0","266464.79","813418.84","350611.56","14","0","28","0","14","14","14","35061.16","0","36563.78","0","19033.2","58101.35","25043.68","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100021000001","떡/한과 제조","제과제빵떡케익","제조","0","0","0","0","0","192241.97","0","0","0","0","0","0","11","0","0","0","0","0","0","17476.54","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100021000001","문구용품 소매","사무/문구/컴퓨터","소매","1667780.08","299153.39","325329.31","1768744.35","1650952.7","168273.78","72918.64","95","38","57","133","95","19","19","17555.58","7872.46","5707.53","13298.83","17378.45","8856.51","3837.82","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100021000001","미용실","이/미용/건강","생활서비스","212913.29","1801574","2047243.16","1228345.9","524094.26","196535.34","1015432.6","16","48","48","48","48","16","80","13307.08","37532.79","42650.9","25590.54","10918.63","12283.46","12692.91","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100021000001","비만/체형관리/마사지","이/미용/건강","생활서비스","0","0","7368490.85","0","0","0","0","0","0","12","0","0","0","0","0","0","614040.9","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100021000001","잡화점","종합소매점","소매","0","0","0","0","0","238923.51","350421.15","0","0","0","0","0","27","54","0","0","0","0","0","8849.02","6489.28","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100021000001","프랜차이즈_분식 전문점","프랜차이즈_분식","프랜차이즈_음식","1126310.04","2205690.46","1079380.46","4458310.59","3895155.58","0","3285070.95","94","376","188","564","376","0","376","11982.02","5866.2","5741.39","7904.81","10359.46","0","8736.89","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100021000001","프랜차이즈_세탁소/빨래방","프랜차이즈_세탁/가사서비스","프랜차이즈_생활서비스","782506.48","1508574.07","1356797.2","2841522.64","1429927.32","1522294.77","3855244.79","28","126","168","154","84","98","322","27946.66","11972.81","8076.17","18451.45","17022.94","15533.62","11972.81","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100021000001","학원-서예/서화/미술","학원-음악미술무용","학문/교육","0","0","0","0","0","0","3524436.09","0","0","0","0","0","0","11","0","0","0","0","0","0","320403.28","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100021000001","학원-입시전문","학원-보습교습입시","학문/교육","0","0","6658380.68","0","0","0","0","0","0","14","0","0","0","0","0","0","475598.62","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100021000001","해장국/감자탕 전문","한식","음식","2475783.04","0","1599736.72","1542603.27","418978.67","0","342800.73","57","0","76","38","19","0","19","43434.79","0","21049.17","40594.82","22051.51","0","18042.14","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100041000001","고등교육기관-기타","학교","학문/교육","0","0","11214114.84","9270334.93","0","0","3738038.28","0","0","33","44","0","0","11","0","0","339821.66","210689.43","0","0","339821.66","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100041000001","노래방","무도/유흥/가무","관광/여가/오락","0","0","0","2764128.62","0","3224816.71","9453319.86","0","0","0","18","0","18","72","0","0","0","153562.7","0","179156.48","131296.11","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100041000001","병원-치과","병원","의료","0","630252.11","3739495.8","168067.23","126050.43","126050.43","1105042","0","42","126","42","42","42","84","0","15006","29678.54","4001.6","3001.2","3001.2","13155.26","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100041000001","병원-한의학과","병원","의료","0","212234.71","205992.51","496254.67","279338.32","0","0","0","16","16","48","32","0","0","0","13264.67","12874.53","10338.64","8729.32","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100041000001","슈퍼마켓 일반점","종합소매점","소매","6668861.54","4956108.62","6047610.88","4753719.53","4978026.35","3128077.81","3557571.76","535","436","417","352","345","216","337","12465.16","11367.22","14502.66","13504.89","14429.06","14481.84","10556.59","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100041000001","약국","약국/한약방","의료","0","0","0","0","0","91324.2","0","0","0","0","0","0","15","0","0","0","0","0","0","6088.28","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100041000001","중국음식/중국집","중식","음식","10461455.8","1980609.23","6325734.36","4380025.71","5322342","4170622.1","6090155.23","374","153","374","238","272","255","341","27971.81","12945.16","16913.73","18403.47","19567.43","16355.38","17859.69","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100041000001","프랜차이즈_꼬치구이전문점","프랜차이즈_유흥주점","프랜차이즈_음식","0","0","3015567.86","1733951.54","3134036.6","376945.98","1335465.77","0","0","88","44","110","22","44","0","0","34267.82","39407.99","28491.24","17133.91","30351.49","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100041000001","프랜차이즈_분식 전문점","프랜차이즈_분식","프랜차이즈_음식","610084.6","281577.51","6945578.57","1689465.06","7931099.91","7837240.68","8447325.28","94","94","658","376","1222","940","846","6490.26","2995.51","10555.59","4493.26","6490.26","8337.49","9985.02","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100041000001","프랜차이즈_피자 전문점","프랜차이즈_패스트푸드","프랜차이즈_음식","7889799.41","4437916.5","2812645.36","3313317.67","5235776.83","6197925.11","6755401.54","270","180","90","135","105","150","256","29221.48","24655.09","31251.62","24543.09","49864.54","41319.5","26388.29","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100041000001","학원-정보/통신기술","학원-창업취업취미","학문/교육","0","0","1815618.59","0","0","0","1815618.59","0","0","11","0","0","0","11","0","0","165056.24","0","0","0","165056.24","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100071000001","슈퍼마켓 일반점","종합소매점","소매","772716.09","610898.06","537683.56","368870.51","440219.67","644940.48","421566.3","63","63","73","63","54","100","45","12265.33","9696.79","7365.53","5855.09","8152.22","6449.4","9368.14","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100061000001","미용실","이/미용/건강","생활서비스","0","737007.54","655117.82","0","0","1605038.64","2456691.81","0","48","32","0","0","48","96","0","15354.32","20472.43","0","0","33438.31","25590.54","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100061000001","세탁소/빨래방","세탁/가사서비스","생활서비스","0","0","0","268756.74","820415.33","664819.31","0","0","0","0","14","14","14","0","0","0","0","19196.91","58601.1","47487.09","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","가정용품 수리","개인/가정용품수리","생활서비스","0","0","8309175.53","0","11594198.41","2318839.69","0","0","0","38","0","19","19","0","0","0","218662.51","0","610220.97","122044.19","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","건강식품 판매","건강/미용식품","소매","0","2327348.15","0","0","0","0","0","0","7","0","0","0","0","0","0","332478.31","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","골프연습장","운동시설","스포츠","7476076.55","0","0","0","0","0","0","11","0","0","0","0","0","0","679643.32","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","노래방","무도/유흥/가무","관광/여가/오락","276412.86","0","0","0","0","1750614.78","0","18","0","0","0","0","36","0","15356.27","0","0","0","0","48628.19","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","농축산물 판매","청과물/축산물","도매/유통/무역","0","1612696.51","2664687.25","1981160.26","1783578.23","1142771.7","2071941.22","0","132","175","141","153","77","121","0","12217.4","15226.78","14050.78","11657.37","14841.19","17123.48","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","미곡상","음/식료품","소매","0","932373.54","132433.35","613038.28","0","87576.9","0","0","33","11","11","0","11","0","0","28253.74","12039.4","55730.75","0","7961.54","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","미용실","이/미용/건강","생활서비스","0","0","0","0","573228.08","0","376692.74","0","0","0","0","16","0","32","0","0","0","0","35826.76","0","11771.65","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","병원-치과","병원","의료","0","710084.03","12042016.8","14441176.46","1105042.03","56848739.51","4563025.2","0","42","126","84","42","168","42","0","16906.76","95571.56","171918.77","26310.52","338385.35","108643.46","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","스포츠용품 판매","운동/경기용품","소매","5340054.69","0","0","0","5340054.69","0","5340054.69","11","0","0","0","11","0","11","485459.52","0","0","0","485459.52","0","485459.52","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","약국","약국/한약방","의료","0","3267884.33","11033485.54","9945205.48","7578386.6","4645357.69","280060.86","0","195","285","195","225","195","30","0","16758.38","38713.98","51001.05","33681.72","23822.35","9335.36","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","의료용품 판매","의약/의료품소매","소매","0","961209.82","1730177.69","106801.09","1014610.38","213602.19","106801.09","0","33","44","11","22","11","11","0","29127.57","39322.22","9709.19","46118.65","19418.38","9709.19","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","자동차경정비","자동차/이륜차","생활서비스","0","17143632.59","15699958.27","17324091.9","17558688.97","1804592.9","12686288.13","0","108","54","90","54","18","54","0","158737.34","290739.97","192489.91","325160.91","100255.16","234931.26","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","자동차부품/용품-판매","자동차/이륜차","생활서비스","0","0","0","6621667.81","8437286.39","1068010.94","0","0","0","0","22","22","11","0","0","0","0","300984.9","383513.02","97091.9","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","잡화점","종합소매점","소매","345111.72","1061882.24","318564.67","2760893.86","2123764.5","2309593.89","0","27","54","27","162","135","81","0","12781.92","19664.49","11798.69","17042.55","15731.59","28513.5","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","제과/제빵 전문점","제과제빵떡케익","음식","7769426.9","6447753.33","9058747.77","5782130.56","7630635.9","4671036.47","12017772.91","874","836","1273","836","1064","665","1273","8889.5","7712.62","7116.06","6916.42","7171.65","7024.11","9440.51","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","치킨/호프 전문점","별식/퓨전요리","음식","395236.09","574888.85","1628851.76","143722.22","2958282.22","2251648.01","1065939.75","24","48","48","24","120","48","96","16468.17","11976.85","33934.41","5988.43","24652.35","46909.33","11103.54","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","프랜차이즈_제과/제빵 전문점","프랜차이즈_제과제빵떡케익","프랜차이즈_음식","6832060.88","7353819.48","9761892.02","7952631.09","10138159.31","7567844.86","8451512.99","817","1140","1729","1368","1463","1330","1216","8362.38","6450.72","5645.98","5813.33","6929.71","5690.11","6950.26","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","프랜차이즈_치킨/호프 전문점","프랜차이즈_별식/퓨전요리","프랜차이즈_음식","455120.34","0","886286.99","407212.94","431166.65","431166.65","1485129.54","24","0","48","24","24","24","96","18963.35","0","18464.31","16967.21","17965.28","17965.28","15470.1","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","프랜차이즈_편의점","프랜차이즈_종합소매점","프랜차이즈_소매","7365839.16","7543091.14","8383544.51","10317843.27","9967475.65","8459531.46","6028099.92","1120","1175","1296","1536","1536","1189","977","6576.64","6419.65","6468.78","6717.35","6489.24","7114.83","6170.01","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","프랜차이즈_학원-영어","프랜차이즈_학원-어학","프랜차이즈_학문/교육","0","0","0","2296223.51","0","4592447.04","0","0","0","0","11","0","22","0","0","0","0","208747.59","0","208747.59","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","학원-보습학원","학원-보습교습입시","학문/교육","1602016.41","0","10680109.37","0","6942071.09","4272043.75","0","11","0","22","0","22","22","0","145637.86","0","485459.52","0","315548.69","194183.81","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","학원-입시전문","학원-보습교습입시","학문/교육","9363347.85","12484463.78","10166515","14506946.91","14856511.91","6658380.68","10056929.16","28","42","42","42","84","28","42","334405.28","297249.14","242059.88","345403.5","176863.24","237799.31","239450.69","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","한식/백반 전문점","한식","음식","2003845.98","2511607.85","5920866.12","5132021.8","2883362.07","4116498.03","5231760.69","117","126","270","198","162","207","198","17126.89","19933.4","21929.13","25919.3","17798.53","19886.46","26423.03","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","화장품 도매","화장품/비누/세정제","도매/유통/무역","0","1998531.7","4078636.11","5098295.13","1277972.65","4649645.16","0","0","28","14","28","28","28","0","0","71376.13","291331.15","182081.97","45641.88","166058.76","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","농축산물 판매","청과물/축산물","도매/유통/무역","1559295.97","1100051.26","1164131.92","790328.11","2520505.82","3268113.46","939849.63","77","44","66","44","88","44","55","20250.6","25001.17","17638.36","17962","28642.11","74275.31","17088.18","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","무악동","11010570100091000001","화장품 판매","화장품소매","소매","0","0","0","0","0","0","2855045.26","0","0","0","0","0","0","28","0","0","0","0","0","0","101965.9","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100031000001","미용실","이/미용/건강","생활서비스","982676.72","491338.37","900786.99","638739.88","0","409448.64","1523148.91","16","16","16","32","0","16","48","61417.3","30708.65","56299.19","19960.62","0","25590.54","31732.27","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100031000001","프랜차이즈_편의점","프랜차이즈_종합소매점","프랜차이즈_소매","3224393.1","2934539.3","2176660.64","2530245.42","1903812.08","1818479.86","4040794.02","436","391","330","450","345","360","451","7395.4","7505.22","6595.94","5622.77","5518.3","5051.33","8959.63","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","교복 판매","의복","소매","0","0","0","0","4370269.18","0","0","0","0","0","0","125","0","0","0","0","0","0","34962.15","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","돼지고기 전문점","한식","음식","10999776.05","4898119.13","10635915.77","10929802.98","5681818.18","10439991","45244626.02","196","84","252","182","154","210","336","56121.31","58310.94","42206.01","60053.86","36894.92","49714.24","134656.63","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","미용실","이/미용/건강","생활서비스","0","589606.02","0","2292912.32","196535.34","0","196535.34","0","48","0","96","16","0","16","0","12283.46","0","23884.5","12283.46","0","12283.46","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","민물장어 전문점","수산물","음식","0","0","1583435.65","0","810129.86","626009.44","0","0","0","36","0","18","18","0","0","0","43984.32","0","45007.21","34778.3","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","병원-내과","병원","의료","0","1239139.71","122489.69","85457.91","207947.6","0","0","0","112","28","28","56","0","0","0","11063.75","4374.63","3052.07","3713.35","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","병원-한의학과","병원","의료","0","4297752.82","99875.15","316791.51","4332084.9","4058988.78","4007490.64","0","64","16","48","80","48","32","0","67152.39","6242.2","6599.82","54151.06","84562.27","125234.08","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","서적 판매","책/서적/도서","소매","0","1437313.81","136819.87","624857.73","1203168.45","1699669.4","126946.26","0","56","42","56","84","56","14","0","25666.32","3257.62","11158.17","14323.43","30351.24","9067.59","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","자동차경정비","자동차/이륜차","생활서비스","9022964.53","0","0","0","0","0","0","18","0","0","0","0","0","0","501275.81","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","전자오락실","PC/오락/당구/볼링등","관광/여가/오락","2653586.35","0","2367228.1","381810.99","0","992708.56","1336338.45","152","0","152","38","0","76","76","17457.8","0","15573.87","10047.66","0","13061.95","17583.4","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","프랜차이즈_세탁소/빨래방","프랜차이즈_세탁/가사서비스","프랜차이즈_생활서비스","0","0","730169.65","431425.31","239334.96","127305.83","481923.29","0","0","42","28","28","14","42","0","0","17384.99","15408.05","8547.68","9093.27","11474.36","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","프랜차이즈_치킨/호프 전문점","프랜차이즈_별식/퓨전요리","프랜차이즈_음식","3640962.74","766518.46","814425.88","3904453.47","622796.26","1748620.27","2658860.94","192","48","48","216","24","72","120","18963.35","15969.13","16967.21","18076.17","25949.84","24286.39","22157.17","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","프랜차이즈_피자 전문점","프랜차이즈_패스트푸드","프랜차이즈_음식","8146642.78","3930813.55","4498471.81","1606591.61","4076728.08","7901818.63","14104183.94","375","135","210","30","120","195","589","21724.38","29117.14","21421.29","53553.05","33972.73","40522.15","23945.98","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100051000001","한식/백반 전문점","한식","음식","5113887.37","2974033.79","4606125.49","1441681.01","199477.89","3191646.04","4098363.66","108","72","90","36","18","54","72","47350.81","41306.02","51179.17","40046.69","11082.11","59104.56","56921.72","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580100061000001","미용실","이/미용/건강","생활서비스","131023.56","0","0","0","0","0","0","16","0","0","0","0","0","0","8188.97","0","0","0","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","가정용품 수리","개인/가정용품수리","생활서비스","0","0","1236714.5","1236714.5","0","0","0","0","0","19","19","0","0","0","0","0","65090.24","65090.24","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","미용실","이/미용/건강","생활서비스","196535.34","0","4274643.71","393070.68","0","1342991.52","196535.34","16","0","80","32","0","32","16","12283.46","0","53433.05","12283.46","0","41968.49","12283.46","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","병원-정형외과","병원","의료","0","2083928.58","3728571.42","1505357.15","2600000.02","2121428.59","1071428.58","0","234","234","162","234","180","126","0","8905.68","15934.07","9292.33","11111.11","11785.71","8503.4","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","병원-치과","병원","의료","0","3575630.25","0","0","1025210.09","5882352.94","16806722.69","0","84","0","0","42","42","42","0","42567.03","0","0","24409.76","140056.02","400160.06","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","병원-한의학과","병원","의료","0","39013.74","343320.83","117041.2","195068.66","0","15605493.12","0","16","64","32","48","0","32","0","2438.36","5364.39","3657.54","4063.93","0","487671.66","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","사진관","사진","생활서비스","0","1168461.68","330217.43","990652.29","0","0","0","0","75","25","75","0","0","0","0","15579.49","13208.7","13208.7","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","안경점","사진/광학/정밀기기","소매","944978.55","1381122.49","0","2776783.13","2267948.53","654215.92","17285838.42","30","30","0","30","45","15","105","31499.29","46037.42","0","92559.44","50398.86","43614.39","164627.03","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","약국","약국/한약방","의료","0","1672754.94","418569.25","2456620.99","1391171.96","651445.94","429223.73","0","180","135","135","90","120","45","0","9293.08","3100.51","18197.19","15457.47","5428.72","9538.31","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","오토바이 판매","자동차/이륜차","생활서비스","0","0","0","918271.53","0","0","0","0","0","0","9","0","0","0","0","0","0","102030.17","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","의류 판매-기타","의복","소매","0","0","82313.13","0","0","315533.67","0","0","0","14","0","0","14","0","0","0","5879.51","0","0","22538.12","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","의류 판매-남성전문","의복","소매","0","0","0","0","0","1097508.41","0","0","0","0","0","0","14","0","0","0","0","0","0","78393.46","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","의류 판매-여성전문","의복","소매","3345834.02","1605641.53","0","6889009.46","15161202.81","4754134.13","6374127.75","54","18","0","54","108","18","36","61959.89","89202.31","0","127574.25","140381.51","264118.56","177059.1","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","이/미용제품 제조","기타유통관리업","제조","0","170881.75","662166.77","197582.02","448564.59","534005.47","550025.64","0","22","33","11","33","11","22","0","7767.35","20065.66","17962","13592.87","48545.95","25001.17","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","중국음식/중국집","중식","음식","4397476.02","5976728.27","7643232.08","5418318.61","7521079.96","5104213.25","1334948.06","238","308","427","272","443","410","102","18476.79","19404.96","17899.84","19920.29","16977.61","12449.3","13087.73","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","한식 요리-기타","한식","음식","0","31902950.8","54535672.51","25923235.46","34375011.99","31902950.82","64290292.1","0","1102","1693","1085","1098","1085","1776","0","28950.05","32212.45","23892.38","31306.93","29403.64","36199.49","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200031000001","화장품 판매","화장품소매","소매","0","0","0","0","0","190336.35","0","0","0","0","0","0","14","0","0","0","0","0","0","13595.45","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200011000001","미용실","이/미용/건강","생활서비스","0","0","0","0","0","655117.81","0","0","0","0","0","0","16","0","0","0","0","0","0","40944.86","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200011000001","병원-내과","병원","의료","0","2381427.19","2768836.33","4480843.18","3153396.99","6577410.72","3415467.98","0","560","588","449","532","504","644","0","4252.55","4708.91","9979.61","5927.44","13050.42","5303.52","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200011000001","약국","약국/한약방","의료","0","8778538.8","5204566.2","4970776.29","5729528.17","4169710.8","3130898.01","0","345","300","240","345","315","180","0","25445.04","17348.55","20711.57","16607.33","13237.18","17393.88","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200011000001","철물/건설자제 판매","일반건설업","도매/유통/무역","0","0","0","0","176221.8","0","0","0","0","0","0","11","0","0","0","0","0","0","16020.16","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200011000001","컴퓨터/전산용품 판매","기계장비","도매/유통/무역","0","2382857.73","127308.65","2974392.82","4529101.41","678979.45","1495555.05","0","39","13","52","52","39","26","0","61098.92","9792.97","57199.86","87098.1","17409.73","57521.35","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200011000001","프랜차이즈_샌드위치/토스트 전문점","프랜차이즈_패스트푸드","프랜차이즈_음식","0","389658.46","0","222661.98","834982.44","473156.71","0","0","56","0","56","168","56","0","0","6958.19","0","3976.11","4970.13","8449.23","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","교남동","11010580200041000001","자동차경정비","자동차/이륜차","생활서비스","0","0","0","99252.61","0","0","0","0","0","0","18","0","0","0","0","0","0","5514.03","0","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","가회동","11010600100011000001","잡화점","종합소매점","소매","2097217.46","637129.36","424752.9","637129.36","0","504394.08","1778652.79","162","54","54","81","0","81","189","12945.79","11798.69","7865.79","7865.79","0","6227.09","9410.86","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","가회동","11010600100011000001","프랜차이즈_삼계탕/초계탕","프랜차이즈_한식","프랜차이즈_음식","9426242.49","14931655.69","33580988.87","17836726.11","10279479.98","8776156.81","6846214.91","180","260","323","321","261","221","200","52368.01","57429.44","103965.91","55566.12","39384.98","39711.12","34231.07","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","가회동","11010600200071000001","사진관","사진","생활서비스","66551514","2286120.71","13208697.43","5588295.07","7112375.54","13208697.44","78744157.74","376","50","75","50","75","100","479","176998.71","45722.41","176115.97","111765.9","94831.67","132086.97","164392.81","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","가회동","11010600200071000001","여관/여인숙","모텔/여관/여인숙","숙박","0","0","0","0","1903361.62","0","0","0","0","0","0","11","0","0","0","0","0","0","173032.87","0","0","2016-03-30 오후 6:39:20"
"201603","서울특별시","종로구","가회동","11010600200071000001","커피전문점","다방/커피숍/카페","음식","0","0","0","0","0","10487720.98","0","0","0","0","0","0","23","0","0","0","0","0","0","455987.87","0","2016-03-30 오후 6:39:20"
