,stdr_yy_cd,stdr_qu_cd,trdar_se_cd,trdar_se_cd_nm,trdar_cd,trdar_cd_nm,tot_flpop_co
26835,2018,3,A,골목상권,1000008,북촌로5나길,37362
26836,2018,3,A,골목상권,1000009,삼청로5길,30720
26837,2018,3,A,골목상권,1000010,성균관로5길,257477
26838,2018,3,A,골목상권,1000011,숭인동길,108257
26839,2018,3,A,골목상권,1000012,옥인길,127352
26840,2018,3,A,골목상권,1000013,율곡로10길,83623
26841,2018,3,A,골목상권,1000014,율곡로16길,91636
26842,2018,3,A,골목상권,1000015,이화장길,189285
26843,2018,3,A,골목상권,1000016,자하문로7길,194937
26844,2018,3,A,골목상권,1000017,종로24길,96620
26845,2018,3,A,골목상권,1000018,종로58가길,244874
26846,2018,3,A,골목상권,1000019,종로65길,287818
26847,2018,3,A,골목상권,1000020,지봉로8길,340975
26848,2018,3,A,골목상권,1000021,창경궁로35길,133537
26849,2018,3,A,골목상권,1000022,창신2길,84386
26850,2018,3,A,골목상권,1000023,창신5길,203427
26851,2018,3,A,골목상권,1000024,창신길,258450
26852,2018,3,A,골목상권,1000025,통일로12길,128987
26853,2018,3,A,골목상권,1000026,평창길,418
26854,2018,3,A,골목상권,1000027,필운대로1길,48892
26855,2018,3,A,골목상권,1000028,난계로11길,424303
26856,2018,3,A,골목상권,1000029,난계로21길,142507
26857,2018,3,A,골목상권,1000030,다산로33길,347682
26858,2018,3,A,골목상권,1000031,다산로36길,177678
26859,2018,3,A,골목상권,1000032,다산로38길,426524
26860,2018,3,A,골목상권,1000033,다산로39길,452779
26861,2018,3,A,골목상권,1000034,동호로10길,403745
26862,2018,3,A,골목상권,1000035,동호로11길,167484
26863,2018,3,A,골목상권,1000036,동호로15길,258854
26864,2018,3,A,골목상권,1000037,동호로20길,139414
26865,2018,3,A,골목상권,1000038,동호로8길,92325
26866,2018,3,A,골목상권,1000039,명동길,153644
26867,2018,3,A,골목상권,1000040,삼일대로4길,183258
26868,2018,3,A,골목상권,1000041,장충단로8길,110959
26869,2018,3,A,골목상권,1000042,청구로17길,195927
26870,2018,3,A,골목상권,1000043,청구로1길,125837
26871,2018,3,A,골목상권,1000044,퇴계로12길,86893
26872,2018,3,A,골목상권,1000045,퇴계로18길,50580
26873,2018,3,A,골목상권,1000046,퇴계로46길,259828
26874,2018,3,A,골목상권,1000047,퇴계로56길,269798
26875,2018,3,A,골목상권,1000048,퇴계로8길,176984
26876,2018,3,A,골목상권,1000049,퇴계로90길,175614
26877,2018,3,A,골목상권,1000050,녹사평대로11길,9158
26878,2018,3,A,골목상권,1000051,녹사평대로26길,144515
26879,2018,3,A,골목상권,1000052,녹사평대로32길,200085
26880,2018,3,A,골목상권,1000053,녹사평대로40나길,156729
26881,2018,3,A,골목상권,1000054,녹사평대로46길,108389
26882,2018,3,A,골목상권,1000055,대사관로34길,116664
26883,2018,3,A,골목상권,1000056,두텁바위로1길,89864
26884,2018,3,A,골목상권,1000057,백범로79길,312121
26885,2018,3,A,골목상권,1000058,백범로90길,357173
26886,2018,3,A,골목상권,1000059,서빙고로71길,81307
26887,2018,3,A,골목상권,1000060,소월로20길,189557
26888,2018,3,A,골목상권,1000061,신흥로20길,121348
26889,2018,3,A,골목상권,1000062,우사단로10길,231502
26890,2018,3,A,골목상권,1000063,우사단로14길,347953
26891,2018,3,A,골목상권,1000064,우사단로4길,276010
26892,2018,3,A,골목상권,1000065,원효로19길,219177
26893,2018,3,A,골목상권,1000066,원효로41길,81315
26894,2018,3,A,골목상권,1000067,원효로53길,294720
26895,2018,3,A,골목상권,1000068,원효로89길,286640
26896,2018,3,A,골목상권,1000069,이촌로22길,66970
26897,2018,3,A,골목상권,1000070,이태원로27길,299230
26898,2018,3,A,골목상권,1000071,이태원로54길,271317
26899,2018,3,A,골목상권,1000072,장문로45길,197406
26900,2018,3,A,골목상권,1000073,청파로47길,916763
26901,2018,3,A,골목상권,1000074,청파로47나길,122916
26902,2018,3,A,골목상권,1000075,청파로71길,340559
26903,2018,3,A,골목상권,1000076,청파로73길,133410
26904,2018,3,A,골목상권,1000077,한강대로104길,241991
26905,2018,3,A,골목상권,1000078,한강대로15길,40657
26906,2018,3,A,골목상권,1000079,한강대로43길,338374
26907,2018,3,A,골목상권,1000080,한강대로52길,266309
26908,2018,3,A,골목상권,1000081,한강대로62길,116349
26909,2018,3,A,골목상권,1000082,한강대로7길,81527
26910,2018,3,A,골목상권,1000083,한강대로88길,44554
26911,2018,3,A,골목상권,1000084,한남대로20길,220744
26912,2018,3,A,골목상권,1000085,회나무로13길,154239
26913,2018,3,A,골목상권,1000086,효창원로39길,201034
26914,2018,3,A,골목상권,1000087,후암로28길,233063
26915,2018,3,A,골목상권,1000088,고산자로6길,480454
26916,2018,3,A,골목상권,1000089,금호산2길,109346
26917,2018,3,A,골목상권,1000090,금호산길,291644
26918,2018,3,A,골목상권,1000091,둘레9길,125712
26919,2018,3,A,골목상권,1000092,뚝섬로5길,114340
26920,2018,3,A,골목상권,1000093,마장로27길,120669
26921,2018,3,A,골목상권,1000094,마장로39길,217523
26922,2018,3,A,골목상권,1000095,마조로16길,232851
26923,2018,3,A,골목상권,1000096,마조로1길,532111
26924,2018,3,A,골목상권,1000097,매봉길,87104
26925,2018,3,A,골목상권,1000098,무수막길,354645
26926,2018,3,A,골목상권,1000099,무학로6길,453354
26927,2018,3,A,골목상권,1000100,무학봉28길,131894
26928,2018,3,A,골목상권,1000101,무학봉길,166961
26929,2018,3,A,골목상권,1000102,사근동길,227615
26930,2018,3,A,골목상권,1000103,상원12길,111556
26931,2018,3,A,골목상권,1000104,상원길,270456
26932,2018,3,A,골목상권,1000105,서울숲2길,327507
26933,2018,3,A,골목상권,1000106,성덕정17길,237278
26934,2018,3,A,골목상권,1000107,성덕정길,110835
26935,2018,3,A,골목상권,1000108,성수이로18길,191749
26936,2018,3,A,골목상권,1000109,성수이로7길,286065
26937,2018,3,A,골목상권,1000110,성수일로6길,261358
26938,2018,3,A,골목상권,1000111,송정12라길,143312
26939,2018,3,A,골목상권,1000112,송정4가길,293950
26940,2018,3,A,골목상권,1000113,아차산로11길,178937
26941,2018,3,A,골목상권,1000114,아차산로15길,158339
26942,2018,3,A,골목상권,1000115,아차산로5길,84727
26943,2018,3,A,골목상권,1000116,왕십리로14길,168800
26944,2018,3,A,골목상권,1000117,왕십리로21길,229369
26945,2018,3,A,골목상권,1000118,왕십리로26길,466378
26946,2018,3,A,골목상권,1000119,왕십리로31길,535554
26947,2018,3,A,골목상권,1000120,왕십리로6길,360708
26948,2018,3,A,골목상권,1000121,용답29길,229606
26949,2018,3,A,골목상권,1000122,용답중앙길,110716
26950,2018,3,A,골목상권,1000123,장터길,159185
26951,2018,3,A,골목상권,1000124,청계천로10나길,255084
26952,2018,3,A,골목상권,1000125,한림말3길,317793
26953,2018,3,A,골목상권,1000126,한림말길,238144
26954,2018,3,A,골목상권,1000127,광나루로12길,389172
26955,2018,3,A,골목상권,1000128,광나루로24길,254676
26956,2018,3,A,골목상권,1000129,광나루로36길,67664
26957,2018,3,A,골목상권,1000130,광나루로37길,182796
26958,2018,3,A,골목상권,1000131,광나루로40길,306663
26959,2018,3,A,골목상권,1000132,광나루로52길,298447
26960,2018,3,A,골목상권,1000133,긴고랑로20길,168865
26961,2018,3,A,골목상권,1000134,긴고랑로7길,154684
26962,2018,3,A,골목상권,1000135,긴고랑로8길,151190
26963,2018,3,A,골목상권,1000136,긴고랑로9길,222925
26964,2018,3,A,골목상권,1000137,능동로13길,494755
26965,2018,3,A,골목상권,1000138,능동로19길,364322
26966,2018,3,A,골목상권,1000139,능동로34길,168585
26967,2018,3,A,골목상권,1000140,능동로3길,298996
26968,2018,3,A,골목상권,1000141,능동로4길,142081
26969,2018,3,A,골목상권,1000142,동일로18길,254753
26970,2018,3,A,골목상권,1000143,동일로24길,352492
26971,2018,3,A,골목상권,1000144,뚝섬로23길,241479
26972,2018,3,A,골목상권,1000145,뚝섬로24길,106669
26973,2018,3,A,골목상권,1000146,뚝섬로48길,256639
26974,2018,3,A,골목상권,1000147,뚝섬로54길,130259
26975,2018,3,A,골목상권,1000148,뚝섬로58길,178668
26976,2018,3,A,골목상권,1000149,뚝섬로64길,213690
26977,2018,3,A,골목상권,1000150,면목로17길,345489
26978,2018,3,A,골목상권,1000151,아차산로40길,145881
26979,2018,3,A,골목상권,1000152,아차산로51길,95759
26980,2018,3,A,골목상권,1000153,아차산로55길,496230
26981,2018,3,A,골목상권,1000154,아차산로65길,235046
26982,2018,3,A,골목상권,1000155,아차산로78길,181569
26983,2018,3,A,골목상권,1000156,용마산로21길,404860
26984,2018,3,A,골목상권,1000157,용마산로3길,200758
26985,2018,3,A,골목상권,1000158,자양로11길,713278
26986,2018,3,A,골목상권,1000159,자양로15길,274924
26987,2018,3,A,골목상권,1000160,자양로26길,194783
26988,2018,3,A,골목상권,1000161,자양로45길,413432
26989,2018,3,A,골목상권,1000162,자양로50길,132527
26990,2018,3,A,골목상권,1000163,자양로53길,172100
26991,2018,3,A,골목상권,1000164,자양번영로3길,266132
26992,2018,3,A,골목상권,1000165,천호대로109길,959033
26993,2018,3,A,골목상권,1000166,천호대로123길,114159
26994,2018,3,A,골목상권,1000167,천호대로129길,213615
26995,2018,3,A,골목상권,1000168,경희대로3길,147884
26996,2018,3,A,골목상권,1000169,경희대로4길,780978
26997,2018,3,A,골목상권,1000170,난계로30길,73281
26998,2018,3,A,골목상권,1000171,답십리로23길,369347
26999,2018,3,A,골목상권,1000172,답십리로56길,235130
27000,2018,3,A,골목상권,1000173,답십리로60길,42781
27001,2018,3,A,골목상권,1000174,답십리로63길,62213
27002,2018,3,A,골목상권,1000175,답십리로64길,214866
27003,2018,3,A,골목상권,1000176,답십리로68길,406162
27004,2018,3,A,골목상권,1000177,답십리로69길,133290
27005,2018,3,A,골목상권,1000178,답십리로72길,156888
27006,2018,3,A,골목상권,1000179,망우로18가길,173034
27007,2018,3,A,골목상권,1000180,망우로18길,382913
27008,2018,3,A,골목상권,1000181,망우로21길,170094
27009,2018,3,A,골목상권,1000182,무학로16길,36492
27010,2018,3,A,골목상권,1000183,무학로45길,459250
27011,2018,3,A,골목상권,1000184,사가정로13길,85492
27012,2018,3,A,골목상권,1000185,사가정로23가길,126749
27013,2018,3,A,골목상권,1000186,사가정로2길,278265
27014,2018,3,A,골목상권,1000187,서울시립대로16길,208216
27015,2018,3,A,골목상권,1000188,서울시립대로29길,840767
27016,2018,3,A,골목상권,1000189,서울시립대로4길,374483
27017,2018,3,A,골목상권,1000190,약령시로17길,157067
27018,2018,3,A,골목상권,1000191,왕산로32길,67041
27019,2018,3,A,골목상권,1000192,왕산로33길,280464
27020,2018,3,A,골목상권,1000193,왕산로43길,405688
27021,2018,3,A,골목상권,1000194,이문로42길,324226
27022,2018,3,A,골목상권,1000195,장한로14길,44132
27023,2018,3,A,골목상권,1000196,장한로25길,329492
27024,2018,3,A,골목상권,1000197,장한로26가길,124556
27025,2018,3,A,골목상권,1000198,장한로26길,326609
27026,2018,3,A,골목상권,1000199,장한로27가길,98840
27027,2018,3,A,골목상권,1000200,장한로27길,458544
27028,2018,3,A,골목상권,1000201,장한로5길,282807
27029,2018,3,A,골목상권,1000202,장한로8길,161599
27030,2018,3,A,골목상권,1000203,전농로29길,279088
27031,2018,3,A,골목상권,1000204,전농로3길,194986
27032,2018,3,A,골목상권,1000205,전농로4길,100024
27033,2018,3,A,골목상권,1000206,제기로21길,166082
27034,2018,3,A,골목상권,1000207,제기로5길,262403
27035,2018,3,A,골목상권,1000208,천장산로7길,360268
27036,2018,3,A,골목상권,1000209,천호대로12길,43536
27037,2018,3,A,골목상권,1000210,천호대로17길,500314
27038,2018,3,A,골목상권,1000211,천호대로45길,201237
27039,2018,3,A,골목상권,1000212,천호대로77길,126437
27040,2018,3,A,골목상권,1000213,천호대로97길,164650
27041,2018,3,A,골목상권,1000214,한천로14길,258390
27042,2018,3,A,골목상권,1000215,한천로33길,116397
27043,2018,3,A,골목상권,1000216,한천로40길,87623
27044,2018,3,A,골목상권,1000217,한천로46길,76626
27045,2018,3,A,골목상권,1000218,휘경로14길,132814
27046,2018,3,A,골목상권,1000219,휘경로23길,219256
27047,2018,3,A,골목상권,1000220,휘경로2길,450891
27048,2018,3,A,골목상권,1000221,휘경로3길,587448
27049,2018,3,A,골목상권,1000222,겸재로29길,332178
27050,2018,3,A,골목상권,1000223,겸재로36길,222768
27051,2018,3,A,골목상권,1000224,겸재로54길,195348
27052,2018,3,A,골목상권,1000225,공릉로12가길,80074
27053,2018,3,A,골목상권,1000226,공릉로2길,281454
27054,2018,3,A,골목상권,1000227,답십리로75길,157230
27055,2018,3,A,골목상권,1000228,동일로100길,145636
27056,2018,3,A,골목상권,1000229,동일로101길,189597
27057,2018,3,A,골목상권,1000230,동일로112길,420627
27058,2018,3,A,골목상권,1000231,동일로123길,223102
27059,2018,3,A,골목상권,1000232,동일로130길,269428
27060,2018,3,A,골목상권,1000233,동일로139가길,250710
27061,2018,3,A,골목상권,1000234,동일로139길,112558
27062,2018,3,A,골목상권,1000235,동일로140길,176765
27063,2018,3,A,골목상권,1000236,동일로149길,88288
27064,2018,3,A,골목상권,1000237,동일로157길,363496
27065,2018,3,A,골목상권,1000238,동일로163길,232657
27066,2018,3,A,골목상권,1000239,망우로68길,211551
27067,2018,3,A,골목상권,1000240,망우로73길,96859
27068,2018,3,A,골목상권,1000241,면목로21길,139873
27069,2018,3,A,골목상권,1000242,면목로33길,289345
27070,2018,3,A,골목상권,1000243,면목로45길,193601
27071,2018,3,A,골목상권,1000244,면목로48길,144562
27072,2018,3,A,골목상권,1000245,면목로49길,209009
27073,2018,3,A,골목상권,1000246,면목로55길,186653
27074,2018,3,A,골목상권,1000247,면목로56길,157370
27075,2018,3,A,골목상권,1000248,면목로78길,296768
27076,2018,3,A,골목상권,1000249,봉우재로33길,212484
27077,2018,3,A,골목상권,1000250,봉화산로30길,197562
27078,2018,3,A,골목상권,1000251,봉화산로4길,150368
27079,2018,3,A,골목상권,1000252,봉화산로56길,393448
27080,2018,3,A,골목상권,1000253,사가정로42길,116731
27081,2018,3,A,골목상권,1000254,사가정로54길,382964
27082,2018,3,A,골목상권,1000255,신내로7가길,163712
27083,2018,3,A,골목상권,1000256,용마산로100길,91114
27084,2018,3,A,골목상권,1000257,용마산로112길,235407
27085,2018,3,A,골목상권,1000258,용마산로118길,161754
27086,2018,3,A,골목상권,1000259,용마산로94길,69275
27087,2018,3,A,골목상권,1000260,중랑천로10길,232676
27088,2018,3,A,골목상권,1000261,길음로7길,121774
27089,2018,3,A,골목상권,1000262,돌곶이로14길,129565
27090,2018,3,A,골목상권,1000263,돌곶이로22길,236526
27091,2018,3,A,골목상권,1000264,돌곶이로27길,172851
27092,2018,3,A,골목상권,1000265,돌곶이로28길,148237
27093,2018,3,A,골목상권,1000266,돌곶이로41길,106474
27094,2018,3,A,골목상권,1000267,돌곶이로8길,73736
27095,2018,3,A,골목상권,1000268,동소문로13길,385850
27096,2018,3,A,골목상권,1000269,동소문로15길,327366
27097,2018,3,A,골목상권,1000270,동소문로26가길,393106
27098,2018,3,A,골목상권,1000271,동소문로2길,105309
27099,2018,3,A,골목상권,1000272,동소문로6길,121239
27100,2018,3,A,골목상권,1000273,보국문로16길,176633
27101,2018,3,A,골목상권,1000274,보문로13길,608631
27102,2018,3,A,골목상권,1000275,보문로26길,131153
27103,2018,3,A,골목상권,1000276,보문로31길,303784
27104,2018,3,A,골목상권,1000277,보문로32길,884181
27105,2018,3,A,골목상권,1000278,삼선교로10길,482413
27106,2018,3,A,골목상권,1000279,삼선교로10다길,140161
27107,2018,3,A,골목상권,1000280,삼선교로16가길,550193
27108,2018,3,A,골목상권,1000281,삼양로8길,93579
27109,2018,3,A,골목상권,1000282,성북로8길,97433
27110,2018,3,A,골목상권,1000283,솔샘로6길,140244
27111,2018,3,A,골목상권,1000284,아리랑로4길,238735
27112,2018,3,A,골목상권,1000285,안암로5길,169860
27113,2018,3,A,골목상권,1000286,오패산로19길,301032
27114,2018,3,A,골목상권,1000287,오패산로3길,177024
27115,2018,3,A,골목상권,1000288,오패산로4길,355816
27116,2018,3,A,골목상권,1000289,인촌로17가길,231551
27117,2018,3,A,골목상권,1000290,인촌로1길,188303
27118,2018,3,A,골목상권,1000291,개운사길,330494
27119,2018,3,A,골목상권,1000292,인촌로24길,623146
27120,2018,3,A,골목상권,1000293,인촌로5길,221994
27121,2018,3,A,골목상권,1000294,인촌로6길,165522
27122,2018,3,A,골목상권,1000295,장월로1길,357911
27123,2018,3,A,골목상권,1000296,장위로50길,40304
27124,2018,3,A,골목상권,1000297,정릉로26길,176509
27125,2018,3,A,골목상권,1000298,정릉로27길,113166
27126,2018,3,A,골목상권,1000299,정릉로8길,115569
27127,2018,3,A,골목상권,1000300,종암로16길,170128
27128,2018,3,A,골목상권,1000301,종암로19길,155901
27129,2018,3,A,골목상권,1000302,종암로21길,238190
27130,2018,3,A,골목상권,1000303,종암로24가길,141705
27131,2018,3,A,골목상권,1000304,종암로5길,179069
27132,2018,3,A,골목상권,1000305,지봉로20길,261245
27133,2018,3,A,골목상권,1000306,창경궁로43길,156820
27134,2018,3,A,골목상권,1000307,한천로101가길,69410
27135,2018,3,A,골목상권,1000308,한천로76길,317962
27136,2018,3,A,골목상권,1000309,화랑로13길,151640
27137,2018,3,A,골목상권,1000310,화랑로14길,392681
27138,2018,3,A,골목상권,1000311,화랑로19길,169936
27139,2018,3,A,골목상권,1000312,화랑로1길,287868
27140,2018,3,A,골목상권,1000313,화랑로32길,123396
27141,2018,3,A,골목상권,1000314,화랑로40길,233783
27142,2018,3,A,골목상권,1000315,노해로17길,150486
27143,2018,3,A,골목상권,1000316,노해로23길,125146
27144,2018,3,A,골목상권,1000317,노해로33길,140986
27145,2018,3,A,골목상권,1000318,덕릉로40길,79946
27146,2018,3,A,골목상권,1000319,덕릉로41길,307828
27147,2018,3,A,골목상권,1000320,도봉로13길,237696
27148,2018,3,A,골목상권,1000321,도봉로18길,161650
27149,2018,3,A,골목상권,1000322,도봉로45길,230573
27150,2018,3,A,골목상권,1000323,도봉로67길,122139
27151,2018,3,A,골목상권,1000324,도봉로76길,447873
27152,2018,3,A,골목상권,1000325,도봉로8길,78190
27153,2018,3,A,골목상권,1000326,도봉로99길,100106
27154,2018,3,A,골목상권,1000327,삼각산로28길,98840
27155,2018,3,A,골목상권,1000328,삼양로20길,134181
27156,2018,3,A,골목상권,1000329,삼양로24길,217817
27157,2018,3,A,골목상권,1000330,삼양로27길,280411
27158,2018,3,A,골목상권,1000331,삼양로41길,565781
27159,2018,3,A,골목상권,1000332,삼양로54길,240002
27160,2018,3,A,골목상권,1000333,삼양로77길,104865
27161,2018,3,A,골목상권,1000334,삼양로93길,158635
27162,2018,3,A,골목상권,1000335,솔매로41길,75686
27163,2018,3,A,골목상권,1000336,솔매로45길,216195
27164,2018,3,A,골목상권,1000337,솔매로50길,623716
27165,2018,3,A,골목상권,1000338,솔샘로65길,366625
27166,2018,3,A,골목상권,1000339,수유로12길,396989
27167,2018,3,A,골목상권,1000340,오패산로30길,82768
27168,2018,3,A,골목상권,1000341,오패산로52길,254775
27169,2018,3,A,골목상권,1000342,오패산로67길,514705
27170,2018,3,A,골목상권,1000343,인수봉로56길,56593
27171,2018,3,A,골목상권,1000344,인수봉로72길,167858
27172,2018,3,A,골목상권,1000345,인수봉로79길,76905
27173,2018,3,A,골목상권,1000346,한천로109길,283503
27174,2018,3,A,골목상권,1000347,한천로124나길,219475
27175,2018,3,A,골목상권,1000348,한천로130길,188318
27176,2018,3,A,골목상권,1000349,한천로132길,503372
27177,2018,3,A,골목상권,1000350,한천로139가길,224911
27178,2018,3,A,골목상권,1000351,한천로140길,303760
27179,2018,3,A,골목상권,1000352,노해로60길,346119
27180,2018,3,A,골목상권,1000353,노해로63다길,108672
27181,2018,3,A,골목상권,1000354,덕릉로60길,102464
27182,2018,3,A,골목상권,1000355,도당로13가길,91570
27183,2018,3,A,골목상권,1000356,도당로13바길,128248
27184,2018,3,A,골목상권,1000357,도당로19길,111785
27185,2018,3,A,골목상권,1000358,도당로29길,162256
27186,2018,3,A,골목상권,1000359,도봉로109길,235336
27187,2018,3,A,골목상권,1000360,도봉로114길,732218
27188,2018,3,A,골목상권,1000361,도봉로143길,176743
27189,2018,3,A,골목상권,1000362,도봉로147길,285914
27190,2018,3,A,골목상권,1000363,도봉로152가길,29920
27191,2018,3,A,골목상권,1000364,도봉로156길,70719
27192,2018,3,A,골목상권,1000365,도봉로169나길,42080
27193,2018,3,A,골목상권,1000366,도봉로181길,74159
27194,2018,3,A,골목상권,1000367,도봉산4길,31840
27195,2018,3,A,골목상권,1000368,도봉산길,89219
27196,2018,3,A,골목상권,1000369,방학로10길,139835
27197,2018,3,A,골목상권,1000370,방학로15길,51201
27198,2018,3,A,골목상권,1000371,방학로5길,166654
27199,2018,3,A,골목상권,1000372,방학로6가길,213161
27200,2018,3,A,골목상권,1000373,삼양로144길,73786
27201,2018,3,A,골목상권,1000374,시루봉로23길,118498
27202,2018,3,A,골목상권,1000375,우이천로32길,158374
27203,2018,3,A,골목상권,1000376,우이천로4다길,96724
27204,2018,3,A,골목상권,1000377,해등로16길,174013
27205,2018,3,A,골목상권,1000378,공릉로58길,146248
27206,2018,3,A,골목상권,1000379,동일로173가길,523450
27207,2018,3,A,골목상권,1000380,동일로192길,509747
27208,2018,3,A,골목상권,1000381,동일로242길,254050
27209,2018,3,A,골목상권,1000382,상계로12길,299804
27210,2018,3,A,골목상권,1000383,상계로1길,338513
27211,2018,3,A,골목상권,1000384,상계로9가길,602492
27212,2018,3,A,골목상권,1000385,석계로1길,272289
27213,2018,3,A,골목상권,1000386,한글비석로22길,583240
27214,2018,3,A,골목상권,1000387,한글비석로24길,257631
27215,2018,3,A,골목상권,1000388,한글비석로44길,250325
27216,2018,3,A,골목상권,1000389,가좌로7길,335068
27217,2018,3,A,골목상권,1000390,갈현로1길,148649
27218,2018,3,A,골목상권,1000391,갈현로33길,231378
27219,2018,3,A,골목상권,1000392,갈현로41길,75516
27220,2018,3,A,골목상권,1000393,갈현로7길,370785
27221,2018,3,A,골목상권,1000394,불광천길,277689
27222,2018,3,A,골목상권,1000395,서오릉로21길,206653
27223,2018,3,A,골목상권,1000396,서오릉로8길,51273
27224,2018,3,A,골목상권,1000397,수색로18길,67138
27225,2018,3,A,골목상권,1000398,역말로9길,172323
27226,2018,3,A,골목상권,1000399,연서로11길,229622
27227,2018,3,A,골목상권,1000400,연서로13길,87921
27228,2018,3,A,골목상권,1000401,연서로16길,551003
27229,2018,3,A,골목상권,1000402,연서로17길,300730
27230,2018,3,A,골목상권,1000403,연서로21길,464717
27231,2018,3,A,골목상권,1000404,연서로27길,108638
27232,2018,3,A,골목상권,1000405,연서로28길,325252
27233,2018,3,A,골목상권,1000406,연서로29길,139433
27234,2018,3,A,골목상권,1000407,연서로33길,102591
27235,2018,3,A,골목상권,1000408,연서로34길,148214
27236,2018,3,A,골목상권,1000409,연서로3길,280588
27237,2018,3,A,골목상권,1000410,연서로41길,288046
27238,2018,3,A,골목상권,1000411,연서로5길,30696
27239,2018,3,A,골목상권,1000412,은평로10길,282860
27240,2018,3,A,골목상권,1000413,은평로13길,156345
27241,2018,3,A,골목상권,1000414,은평로20길,70562
27242,2018,3,A,골목상권,1000415,은평로3길,326531
27243,2018,3,A,골목상권,1000416,은평로8길,295623
27244,2018,3,A,골목상권,1000417,응암로12길,234240
27245,2018,3,A,골목상권,1000418,응암로13길,174520
27246,2018,3,A,골목상권,1000419,응암로14길,344832
27247,2018,3,A,골목상권,1000420,응암로22길,200337
27248,2018,3,A,골목상권,1000421,응암로34길,169460
27249,2018,3,A,골목상권,1000422,증산로13길,112821
27250,2018,3,A,골목상권,1000423,증산로15길,33168
27251,2018,3,A,골목상권,1000424,증산로17길,160620
27252,2018,3,A,골목상권,1000425,증산로21길,285168
27253,2018,3,A,골목상권,1000426,증산로5길,98112
27254,2018,3,A,골목상권,1000427,증산로9길,27438
27255,2018,3,A,골목상권,1000428,증산서길,147648
27256,2018,3,A,골목상권,1000429,진흥로12길,274876
27257,2018,3,A,골목상권,1000430,진흥로1길,524940
27258,2018,3,A,골목상권,1000431,통일로69길,88155
27259,2018,3,A,골목상권,1000432,통일로78길,63780
27260,2018,3,A,골목상권,1000433,통일로87길,423207
27261,2018,3,A,골목상권,1000434,통일로92길,367275
27262,2018,3,A,골목상권,1000435,가재울로6길,284403
27263,2018,3,A,골목상권,1000436,독립문로8길,328504
27264,2018,3,A,골목상권,1000437,명지대길,201633
27265,2018,3,A,골목상권,1000438,모래내로15길,218750
27266,2018,3,A,골목상권,1000439,북아현로4길,2978150
27267,2018,3,A,골목상권,1000440,세검정로1길,99824
27268,2018,3,A,골목상권,1000441,세무서2길,114498
27269,2018,3,A,골목상권,1000442,세무서길,263090
27270,2018,3,A,골목상권,1000443,수색로8길,226015
27271,2018,3,A,골목상권,1000444,신촌로37길,441493
27272,2018,3,A,골목상권,1000445,연희로10길,170906
27273,2018,3,A,골목상권,1000446,응암로1길,270919
27274,2018,3,A,골목상권,1000447,증가로10길,309943
27275,2018,3,A,골목상권,1000448,증가로20가길,191535
27276,2018,3,A,골목상권,1000449,증가로23나길,425627
27277,2018,3,A,골목상권,1000450,증가로6길,163473
27278,2018,3,A,골목상권,1000451,충정로4길,347050
27279,2018,3,A,골목상권,1000452,충정로6길,197322
27280,2018,3,A,골목상권,1000453,통일로11길,46354
27281,2018,3,A,골목상권,1000454,통일로37길,82765
27282,2018,3,A,골목상권,1000455,통일로39길,329258
27283,2018,3,A,골목상권,1000456,홍연길,165394
27284,2018,3,A,골목상권,1000457,홍제내길,172820
27285,2018,3,A,골목상권,1000458,광성로6길,492546
27286,2018,3,A,골목상권,1000459,대흥로21길,452574
27287,2018,3,A,골목상권,1000460,대흥로28길,351342
27288,2018,3,A,골목상권,1000461,도화4길,193186
27289,2018,3,A,골목상권,1000462,도화길,378315
27290,2018,3,A,골목상권,1000463,독막로22길,153132
27291,2018,3,A,골목상권,1000464,독막로32길,188128
27292,2018,3,A,골목상권,1000465,독막로8길,187887
27293,2018,3,A,골목상권,1000466,동교로17길,180794
27294,2018,3,A,골목상권,1000467,동교로19길,356177
27295,2018,3,A,골목상권,1000468,동교로25길,151982
27296,2018,3,A,골목상권,1000469,동교로27길,415798
27297,2018,3,A,골목상권,1000470,동교로38길,282000
27298,2018,3,A,골목상권,1000471,마포대로12길,148223
27299,2018,3,A,골목상권,1000472,마포대로20길,440655
27300,2018,3,A,골목상권,1000473,마포대로4길,255495
27301,2018,3,A,골목상권,1000474,만리재옛길,324780
27302,2018,3,A,골목상권,1000475,망원로11길,339973
27303,2018,3,A,골목상권,1000476,망원로2길,298060
27304,2018,3,A,골목상권,1000477,매봉산로2길,353133
27305,2018,3,A,골목상권,1000478,모래내로7길,74826
27306,2018,3,A,골목상권,1000479,방울내로9안길,428116
27307,2018,3,A,골목상권,1000480,백범로16길,347363
27308,2018,3,A,골목상권,1000481,성미산로11길,143429
27309,2018,3,A,골목상권,1000482,성미산로1길,253429
27310,2018,3,A,골목상권,1000483,성미산로32길,147502
27311,2018,3,A,골목상권,1000484,성산로4길,187339
27312,2018,3,A,골목상권,1000485,성지3길,204901
27313,2018,3,A,골목상권,1000486,숭문8길,80681
27314,2018,3,A,골목상권,1000487,숭문길,357384
27315,2018,3,A,골목상권,1000488,신촌로12길,283845
27316,2018,3,A,골목상권,1000489,신촌로28가길,206396
27317,2018,3,A,골목상권,1000490,신촌로30길,145665
27318,2018,3,A,골목상권,1000491,양화로11길,197764
27319,2018,3,A,골목상권,1000492,양화로1길,313562
